id,key,title,doc_date,doc_type,country,project_id,screen_status,already_have,topics,pdf_url,web_url,report_name,report_no
31214566,P151979,Implementation Completion and Results Report (ICR) Document - Cabo Verde: Distributed Solar Energy Systems (SIDS DOCK) - P151979,2019-06-28T04:00:00Z,Implementation Completion and Results Report,Cabo Verde,CV-Cabo Verde: Distributed Solar Energy Systems (SIDS DOCK) -- P151979,in_scope,FALSE,"Energy,Rural Development,Water Resources",http://documents.worldbank.org/curated/en/873971561749529934/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Cabo-Verde-Distributed-Solar-Energy-Systems-SIDS-DOCK-P151979.pdf,http://documents.worldbank.org/curated/en/873971561749529934,Implementation Completion and Results Report (ICR) Document - Cabo Verde: Distributed Solar Energy Systems (SIDS DOCK) - P151979,ICR00004639
31117848,P152016,Implementation Completion and Results Report (ICR) Document - Sudan Statistical Capacity Building Project - P152016,2019-05-30T04:00:00Z,Implementation Completion and Results Report,Sudan,SD-Sudan Statistical Capacity Building Project -- P152016,in_scope,FALSE,"Agriculture,Poverty Reduction",http://documents.worldbank.org/curated/en/446741559224979543/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Sudan-Statistical-Capacity-Building-Project-P152016.pdf,http://documents.worldbank.org/curated/en/446741559224979543,Implementation Completion and Results Report (ICR) Document - Sudan Statistical Capacity Building Project - P152016,ICR00004769
30838042,P152024,Implementation Completion and Results Report (ICR) Document - Water for Agropastoral Livelihoods Pilot Project - P152024,2019-02-15T05:00:00Z,Implementation Completion and Results Report,Somalia,SO-Water for Agropastoral Livelihoods Pilot Project -- P152024,in_scope,TRUE,"Agriculture,Environment,Social Protections and Labor,Water Resources",http://documents.worldbank.org/curated/en/983411550249837741/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Water-for-Agropastoral-Livelihoods-Pilot-Project-P152024.pdf,http://documents.worldbank.org/curated/en/983411550249837741,Implementation Completion and Results Report (ICR) Document - Water for Agropastoral Livelihoods Pilot Project - P152024,ICR00004696
33121077,P152358,Somalia - Second Phase of the ICT Sector Support Project,2021-04-30T04:00:00Z,Implementation Completion and Results Report,Somalia,SO-ICT Sector Support in Somalia Phase II -- P152358,to_screen,FALSE,"Education,Information and Communication Technologies",http://documents.worldbank.org/curated/en/116581622209259131/pdf/Somalia-Second-Phase-of-the-ICT-Sector-Support-Project.pdf,http://documents.worldbank.org/curated/en/116581622209259131,Somalia - Second Phase of the ICT Sector Support Project,ICR5190
34327185,P152394,Kenya - Transforming Health Systems for Universal Care Project,2024-05-29T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-Transforming Health Systems for Universal Care -- P152394,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099052924155042642/pdf/BOSIB19c73401b0391b63a13e454085c6d8.pdf,http://documents.worldbank.org/curated/en/099052924155042642,NA,ICR6313
34457779,P152512,Central African Republic - LONDO Project,2024-01-30T05:00:00Z,Implementation Completion and Results Report,Central African Republic,CF-Central African Republic - LONDO Project -- P152512,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099021825103063202/pdf/BOSIB-2b95500e-81bb-43ef-91e2-de73b88c8029.pdf,http://documents.worldbank.org/curated/en/099021825103063202,NA,ICR00030
32209930,P152670,Ghana - Sankofa Gas Project,2020-06-26T04:00:00Z,Implementation Completion and Results Report,Ghana,GH-Ghana Sankofa Gas Project -- P152670,to_screen,FALSE,"Energy,Industry",http://documents.worldbank.org/curated/en/601881593704591424/pdf/Ghana-Sankofa-Gas-Project.pdf,http://documents.worldbank.org/curated/en/601881593704591424,Ghana - Sankofa Gas Project,147538
33778767,P152736,Tanzania - Strengthening Primary Health Care for Results Project,2022-03-29T04:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-Strengthening Primary Health Care for Results -- P152736,to_screen,FALSE,"Health, Nutrition and Population,Industry",http://documents.worldbank.org/curated/en/406001649106243202/pdf/Tanzania-Strengthening-Primary-Health-Care-for-Results-Project.pdf,http://documents.worldbank.org/curated/en/406001649106243202,Tanzania - Strengthening Primary Health Care for Results Project,ICR5729
34110594,P152810,Tanzania - Education and Skills for Productive Jobs Program for Results Project,2023-06-30T04:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-Tanzania Education and Skills for Productive Jobs Program (ESPJ) -- P152810,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099070123172546220/pdf/BOSIB0d1fa43eb0390b6c708ac96ff303e5.pdf,http://documents.worldbank.org/curated/en/099070123172546220,NA,ICR6092
31770988,P152821,Africa Region - Displaced Persons and Border Communities Project,2020-02-05T05:00:00Z,Implementation Completion and Results Report,Africa,3A-AFR RI-GLR: Displaced Persons & Border Communities -- P152821,to_screen,FALSE,"Governance,Poverty Reduction,Public Sector Development,Social Development,Social Protections and Labor",http://documents.worldbank.org/curated/en/978791581348112191/pdf/Africa-Region-Displaced-Persons-and-Border-Communities-Project.pdf,http://documents.worldbank.org/curated/en/978791581348112191,Africa Region - Displaced Persons and Border Communities Project,ICR4963
34431977,P152822,"Djibouti, Ethiopia, and Uganda - Development Response to Displacement Impacts Project in the HoA Project",2024-12-03T05:00:00Z,Implementation Completion and Results Report,"Uganda,Djibouti,Ethiopia",3E-Development Response to Displacement Impacts Project in the HoA -- P152822,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099120324162020742/pdf/BOSIB-fc56b7b6-fdce-44c7-93a8-f1166bf07e14.pdf,http://documents.worldbank.org/curated/en/099120324162020742,NA,ICR6388
32223770,P152903,"Congo, Democratic Republic of - Reinsertion and Reintegration Project",2020-06-30T04:00:00Z,Implementation Completion and Results Report,"Congo, Democratic Republic of",ZR-DRC Reinsertion and Reintegration Project -- P152903,to_screen,FALSE,"Conflict and Development,Gender,Industry,Poverty Reduction",http://documents.worldbank.org/curated/en/246391594239141991/pdf/Congo-Democratic-Republic-of-Reinsertion-and-Reintegration-Project.pdf,http://documents.worldbank.org/curated/en/246391594239141991,"Congo, Democratic Republic of - Reinsertion and Reintegration Project",ICR5126
34234123,P152910,Republic of Congo - Education Sector Support Project,2023-12-29T05:00:00Z,Implementation Completion and Results Report,"Congo, Republic of",CG-Congo - Education Sector Support Project -- P152910,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099010824132024056/pdf/BOSIB-964155fd-dbb3-48cc-b3ae-9811adbfa3b6.pdf,http://documents.worldbank.org/curated/en/099010824132024056,NA,ICR6471
34110708,P153064,Sierra Leone - Health Service Delivery and System Support Project,2023-06-27T04:00:00Z,Implementation Completion and Results Report,Sierra Leone,SL-Health Service Delivery & System Support Project -- P153064,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099070123122514746/pdf/BOSIB0aa90860008b09539079a636c50fe8.pdf,http://documents.worldbank.org/curated/en/099070123122514746,NA,ICR6286
33851296,P153085,"Congo, Democratic Republic of - Goma Airport Safety Improvement Project",2022-06-15T04:00:00Z,Implementation Completion and Results Report,"Congo, Democratic Republic of",ZR-DRC - Goma Airport Safety Improvement Project -- P153085,in_scope,FALSE,"Agriculture,Transport,Water Resources",http://documents.worldbank.org/curated/en/936151656076854596/pdf/Congo-Democratic-Republic-of-Goma-Airport-Safety-Improvement-Project.pdf,http://documents.worldbank.org/curated/en/936151656076854596,"Congo, Democratic Republic of - Goma Airport Safety Improvement Project",ICR5547
34207933,P153277,Tanzania - Zanzibar Improving Student Prospects Project,2023-11-30T05:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-TZ-Zanzibar Improving Student Prospects Project -- P153277,in_scope,FALSE,NA,http://documents.worldbank.org/curated/en/099120323102538666/pdf/BOSIB006813bf20e20a13f008dd83a4c29f.pdf,http://documents.worldbank.org/curated/en/099120323102538666,NA,ICR6456
34455729,P153349,"Kenya - National Agricultural and Rural Inclusive Growth Project

",2025-02-10T05:00:00Z,Implementation Completion and Results Report,Kenya,KE-National Agricultural and Rural Inclusive Growth Project -- P153349,in_scope,TRUE,NA,https://documents.worldbank.org/curated/en/099021225120030047/pdf/BOSIB-e796d3f5-8543-40b3-83a2-173d197f220f.pdf,http://documents.worldbank.org/curated/en/099021225120030047,NA,ICR00111
34342103,P153370,Madagascar - Southern Africa-Second South West Indian Ocean Fisheries Governance and Shared Growth Project,2024-06-14T04:00:00Z,Implementation Completion and Results Report,Southern Africa,3S-Second South West Indian Ocean Fisheries Governance and Shared Growth Project - Madagascar -- P153370,in_scope,FALSE,NA,https://documents.worldbank.org/curated/en/099061424194513437/pdf/BOSIB-59485537-8410-4a38-a78f-48d47bcb84ff.pdf,http://documents.worldbank.org/curated/en/099061424194513437,NA,ICR6603
34101660,P153420,Niger - Climate Smart Agriculture Support Project,2023-06-22T04:00:00Z,Implementation Completion and Results Report,Niger,NE-Climate Smart Agriculture Support Project -- P153420,in_scope,TRUE,NA,http://documents.worldbank.org/curated/en/099062323133039340/pdf/BOSIB0dfac86040930bafe033cf965410d2.pdf,http://documents.worldbank.org/curated/en/099062323133039340,NA,ICR6186
33911948,P153487,Egypt - Equal Access and Simplified Environment for Investment (EASE) in Egypt Project,2022-09-26T04:00:00Z,Implementation Completion and Results Report,"Egypt, Arab Republic of",EG-Equal Access and Simplified Environment for Investment (EASE) in Egypt -- P153487,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099750010032215842/pdf/BOSIB0365034850d90a4bf0fe16fab7a1c9.pdf,http://documents.worldbank.org/curated/en/099750010032215842,NA,ICR5927
34312142,P153702,Western and Central Africa - Regional Program to Harmonize and Modernize Living Conditions Surveys,2024-04-30T04:00:00Z,Implementation Completion and Results Report,"Central Africa,Western Africa,Western and Central Africa",3W-REGIONAL PROGRAM TO HARMONIZE AND MODERNIZE LIVING CONDITIONS SURVEYS -- P153702,to_screen,FALSE,NA,http://documents.worldbank.org/curated/en/099050124105012718/pdf/BOSIB1d65454350091be7011525a73b1dfe.pdf,http://documents.worldbank.org/curated/en/099050124105012718,NA,ICR6546
40030551,P153743,Niger - Electricity Access Expansion Project,2025-06-16T04:00:00Z,Implementation Completion and Results Report,Niger,NE-Electricity Access Expansion Project -- P153743,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099071725145592069/pdf/BOSIB-35603d81-1564-4f3c-afd0-a9704de71ce4.pdf,http://documents.worldbank.org/curated/en/099071725145592069,NA,ICR00067
33862266,P153863,Western and Central Africa - Senegal River Basin Integrated Water Resources Management Project,2022-06-22T04:00:00Z,Implementation Completion and Results Report,Western and Central Africa,3W-Senegal River Basin Integrated Water Resources Management Project -- P153863,in_scope,FALSE,"Agriculture,Water Resources",http://documents.worldbank.org/curated/en/740611657068287283/pdf/Western-and-Central-Africa-Senegal-River-Basin-Integrated-Water-Resources-Management-Project.pdf,http://documents.worldbank.org/curated/en/740611657068287283,Western and Central Africa - Senegal River Basin Integrated Water Resources Management Project,ICR5660
34232890,P154114,Liberia - Forest Sector Project,2023-12-19T05:00:00Z,Implementation Completion and Results Report,Liberia,LR-Liberia Forest Sector Project -- P154114,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099010524153554410/pdf/BOSIB-930574ca-df31-4432-952a-4e8182868e9b.pdf,http://documents.worldbank.org/curated/en/099010524153554410,NA,ICR6291
33808829,P154185,Malawi - Education Sector Improvement Project,2022-04-28T04:00:00Z,Implementation Completion and Results Report,Malawi,MW-Malawi Education Sector Improvement Project (MESIP) -- P154185,to_screen,FALSE,Education,http://documents.worldbank.org/curated/en/134201651499886937/pdf/Malawi-Education-Sector-Improvement-Project.pdf,http://documents.worldbank.org/curated/en/134201651499886937,Malawi - Education Sector Improvement Project,ICR5716
29322296,P154280,Morocco - Strengthen Capacity for an Inclusive Design of Groundwater Management Contract for Green Growth Project,2017-12-29T05:00:00Z,Implementation Completion and Results Report,Morocco,MA-Strengthen capacity for an inclusive design of groundwater management contract for green growth. -- P154280,in_scope,FALSE,"Industry,Science and Technology Development,Water Resources",http://documents.worldbank.org/curated/en/980931515788068421/pdf/122520.pdf,http://documents.worldbank.org/curated/en/980931515788068421,Morocco - Strengthen Capacity for an Inclusive Design of Groundwater Management Contract for Green Growth Project,122520
32390622,P154314,Implementation Completion and Results Report (ICR) Document -  Benin Statistical Capacity Building - P154314,2020-09-09T04:00:00Z,Implementation Completion and Results Report,Benin,BJ-Benin Statistical Capacity Building -- P154314,in_scope,FALSE,"Agriculture,Education,Poverty Reduction",http://documents.worldbank.org/curated/en/591831599669836142/pdf/Implementation-Completion-and-Results-Report-ICR-Document-Benin-Statistical-Capacity-Building-P154314.pdf,http://documents.worldbank.org/curated/en/591831599669836142,Implementation Completion and Results Report (ICR) Document -  Benin Statistical Capacity Building - P154314,ICR00004801
33657465,P154403,Implementation Completion and Results Report (ICR) Document -  IGAD - Building Disaster Resilience to Disasters through Risk Management and Climate Change Adaptation - P154403,2021-12-03T05:00:00Z,Implementation Completion and Results Report,"Eastern Africa,EASTERN AND SOUTHERN AFRICA",3E-IGAD - Building Disaster Resilience to Disasters through Risk Management and Climate Change Adaptation -- P154403,in_scope,FALSE,NA,http://documents.worldbank.org/curated/en/099310012032128154/pdf/Implementation0daptation000P154403.pdf,http://documents.worldbank.org/curated/en/099310012032128154,NA,ICR00005110
34113348,P154447,Angola - Smallholder Agriculture Development and Commercialization Project,2023-06-28T04:00:00Z,Implementation Completion and Results Report,Angola,AO-Smallholder Agriculture Development and Commercialization Project -- P154447,in_scope,TRUE,NA,http://documents.worldbank.org/curated/en/099070623132033262/pdf/BOSIB0d8ba931c04a0852d08ebd6719778a.pdf,http://documents.worldbank.org/curated/en/099070623132033262,NA,ICR6256
